City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Lipin Bor,RU,60.2622,37.9763,40.71,75,99,10.85,overcast clouds
344,Hammerfest,NO,70.6634,23.6821,43.93,66,3,19.48,clear sky
345,Voh,NC,-20.9667,164.7,65.17,78,16,4.36,few clouds
346,Makakilo City,US,21.3469,-158.0858,78.69,73,85,16.35,overcast clouds
347,Cururupu,BR,-1.8283,-44.8683,87.46,54,43,7.85,scattered clouds
348,Ferrol,ES,43.4832,-8.2369,67.33,71,6,16.28,clear sky
349,George Town,MY,5.4112,100.3354,80.89,86,90,1.01,overcast clouds
350,Beringovskiy,RU,63.05,179.3167,38.79,97,100,7.63,light rain
351,Kuytun,RU,54.3419,101.5036,36.39,95,100,10.96,light rain
352,Tongliao,CN,43.6125,122.2653,53.92,92,100,16.15,light rain
353,Alto Araguaia,BR,-17.3147,-53.2153,103.42,9,46,7.72,scattered clouds
354,Gat,IL,31.61,34.7642,80.82,100,0,7.45,clear sky
355,Key West,US,24.5557,-81.7826,87.01,74,100,4.27,light rain
356,Chifeng,CN,42.2683,118.9636,54.1,79,100,7.56,overcast clouds
357,Snezhnogorsk,RU,69.1933,33.2531,34.59,81,7,12.57,clear sky
358,Xacmaz,AZ,41.4635,48.806,65.82,79,43,3.15,scattered clouds
359,Hecelchakan,MX,20.1667,-90.1333,96.89,35,18,6.44,few clouds
360,Takoradi,GH,4.8845,-1.7554,77.52,88,40,10.29,scattered clouds
361,Morro Bay,US,35.3658,-120.8499,93.34,44,2,3.65,clear sky
362,Birjand,IR,32.8663,59.2211,69.46,23,0,7.87,clear sky
363,Krasnoselkup,RU,65.7,82.4667,28.78,93,79,12.08,broken clouds
364,Guerrero Negro,MX,27.9769,-114.0611,84.87,44,2,3.65,clear sky
365,Kibre Mengist,ET,5.8833,38.9833,61.93,82,95,0.16,light rain
366,Palmer,US,42.1584,-72.3287,75.47,63,59,1.99,broken clouds
367,Pacific Grove,US,36.6177,-121.9166,92.8,45,0,4.0,clear sky
368,Peleduy,RU,59.6289,112.7406,42.26,94,100,6.55,overcast clouds
369,Bandarbeyla,SO,9.4942,50.8122,77.83,80,99,25.95,overcast clouds
370,Manado,ID,1.487,124.8455,76.66,88,100,4.18,overcast clouds
371,Kalmunai,LK,7.4167,81.8167,81.91,76,42,4.45,scattered clouds
372,Hojai,IN,26.0,92.8667,75.22,95,98,2.26,overcast clouds
373,Cremona,IT,45.2333,9.9333,70.77,55,0,5.17,clear sky
374,Haines Junction,CA,60.7522,-137.5108,41.59,96,100,0.72,overcast clouds
375,Praya,CV,14.9215,-23.5087,80.85,77,34,14.43,scattered clouds
376,Marsh Harbour,BS,26.5412,-77.0636,84.52,69,68,12.01,broken clouds
377,Port Hedland,AU,-20.3167,118.5667,79.97,33,100,21.3,overcast clouds
378,Zhigalovo,RU,54.8097,105.1578,35.55,91,6,1.16,clear sky
379,Dahuk,IQ,36.8695,42.994,80.35,19,0,1.97,clear sky
380,Port Lincoln,AU,-34.7333,135.8667,53.56,82,100,5.1,overcast clouds
381,Lorengau,PG,-2.0226,147.2712,80.22,79,100,5.01,overcast clouds
382,Guaruja,BR,-23.9931,-46.2564,70.99,91,74,16.26,broken clouds
383,Shimoda,JP,34.6667,138.95,74.5,82,71,5.61,broken clouds
384,Eyl,SO,7.9803,49.8164,77.83,78,90,22.44,overcast clouds
385,Hamilton,US,39.1834,-84.5333,74.21,91,96,1.01,overcast clouds
386,Guayaramerin,BO,-10.8368,-65.3614,102.67,27,45,2.59,light rain
387,Boyolangu,ID,-8.1181,111.8935,74.16,89,100,0.92,overcast clouds
388,Mehamn,NO,71.0357,27.8492,42.3,66,39,22.55,scattered clouds
389,Matara,LK,5.9485,80.5353,77.61,90,9,7.78,clear sky
390,Sioux Lookout,CA,50.1001,-91.917,53.83,62,98,9.15,overcast clouds
391,Rabo De Peixe,PT,37.8,-25.5833,70.99,70,32,11.32,scattered clouds
392,Puerto Escondido,MX,15.85,-97.0667,87.21,64,82,5.82,broken clouds
393,Raga,SS,8.4596,25.678,69.84,98,100,5.21,overcast clouds
394,Benguela,AO,-12.5763,13.4055,71.4,85,83,4.34,broken clouds
395,Safaga,EG,26.7292,33.9365,90.21,36,0,11.56,clear sky
396,Pochutla,MX,15.7432,-96.4661,87.82,56,100,5.23,overcast clouds
397,Namibe,AO,-15.1961,12.1522,63.41,86,21,4.47,few clouds
398,Boueni,YT,-12.9025,45.0761,77.29,76,23,6.71,few clouds
399,Mweka,CD,-4.85,21.5667,77.92,56,89,2.75,overcast clouds
400,Port Hardy,CA,50.6996,-127.4199,54.64,91,100,11.45,overcast clouds
401,Soldotna,US,60.4878,-151.0583,43.07,54,16,10.83,few clouds
402,Egvekinot,RU,66.3167,-179.1667,18.09,76,20,5.26,few clouds
403,Goundam,ML,16.4145,-3.6708,103.19,14,29,6.17,scattered clouds
404,Buxton,GB,53.2574,-1.9098,60.85,79,100,3.83,overcast clouds
405,Khorixas,NA,-20.3667,14.9667,79.27,15,14,12.46,few clouds
406,Taoudenni,ML,22.6783,-3.9836,106.56,6,0,8.32,clear sky
407,Saint-Pierre,RE,-21.3393,55.4781,66.29,62,1,7.85,clear sky
408,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.19,47,7,11.92,clear sky
409,Sakaiminato,JP,35.55,133.2333,75.43,82,39,10.38,scattered clouds
410,Ganzhou,CN,28.8184,115.4327,71.67,72,0,2.98,light rain
411,Xining,CN,36.6167,101.7667,56.35,44,100,2.95,light rain
412,Petrovskaya,RU,45.4314,37.955,59.77,78,98,7.74,overcast clouds
413,Belmonte,BR,-15.8631,-38.8828,80.38,70,23,13.56,few clouds
414,Anori,BR,-3.7728,-61.6442,99.54,33,99,3.98,overcast clouds
415,Abu Dhabi,AE,24.4667,54.3667,90.61,60,5,10.74,clear sky
416,Partenit,UA,44.578,34.3446,57.2,73,79,13.06,broken clouds
417,Pemba,MZ,-12.974,40.5178,76.08,79,4,9.91,clear sky
418,Borgarnes,IS,64.5383,-21.9206,42.19,84,100,19.28,light rain
419,Ayan,RU,56.45,138.1667,42.4,65,23,11.01,few clouds
420,Padang,ID,-0.9492,100.3543,77.18,85,100,3.62,heavy intensity rain
421,Bardiyah,LY,31.7561,25.0865,79.92,70,0,10.11,clear sky
422,General Pico,AR,-35.6566,-63.7568,64.72,27,0,12.64,clear sky
423,Acarau,BR,-2.8856,-40.12,86.13,59,44,20.15,scattered clouds
424,Muravlenko,RU,63.7898,74.523,33.22,85,100,12.28,overcast clouds
425,Sisimiut,GL,66.9395,-53.6735,35.62,68,91,10.09,light rain
426,Talnakh,RU,69.4865,88.3972,30.07,88,31,3.4,scattered clouds
427,Rypefjord,NO,70.6333,23.6667,43.72,66,3,19.86,clear sky
428,Tibati,CM,6.4667,12.6333,70.57,89,84,1.74,light rain
429,Axim,GH,4.8699,-2.2405,77.34,87,38,8.28,scattered clouds
430,Isangel,VU,-19.55,169.2667,72.48,72,17,5.41,few clouds
431,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.58,68,59,9.48,broken clouds
432,Hailar,CN,49.2,119.7,48.51,87,98,4.43,overcast clouds
433,Kichmengskiy Gorodok,RU,59.9816,45.7854,34.72,92,96,5.73,overcast clouds
434,Ust-Maya,RU,60.4167,134.5333,30.81,94,11,1.21,few clouds
435,Guiratinga,BR,-16.3494,-53.7583,104.74,9,53,6.24,broken clouds
436,Mudbidri,IN,13.0833,74.9833,73.17,96,60,1.63,broken clouds
437,Nelson Bay,AU,-32.7167,152.15,50.68,90,77,22.26,broken clouds
438,Cabo San Lucas,MX,22.8909,-109.9124,89.62,74,93,4.12,overcast clouds
439,Figeac,FR,44.75,1.9167,62.1,80,73,2.64,broken clouds
440,Porbandar,IN,21.6422,69.6093,81.34,82,93,16.33,overcast clouds
441,Klyuchi,RU,52.2667,79.1667,41.47,62,97,9.44,overcast clouds
442,Touros,BR,-5.1989,-35.4608,83.7,60,73,14.05,broken clouds
443,Batemans Bay,AU,-35.7167,150.1833,50.2,60,60,4.32,broken clouds
444,Onguday,RU,50.75,86.15,34.23,95,100,2.46,light rain
445,Kerman,IR,30.2832,57.0788,80.26,14,79,7.61,broken clouds
446,Devonport,AU,-41.1667,146.35,49.98,82,73,9.06,broken clouds
447,Pisco,PE,-13.7,-76.2167,67.01,78,47,7.96,scattered clouds
448,Kavieng,PG,-2.5744,150.7967,80.87,78,100,9.82,light rain
449,Mayo,US,38.8876,-76.5119,83.1,68,97,8.01,overcast clouds
450,Vestmannaeyjar,IS,63.4427,-20.2734,45.84,77,98,41.07,overcast clouds
451,Hastings,GB,50.8552,0.5729,63.9,77,73,6.78,broken clouds
452,Roebourne,AU,-20.7833,117.1333,81.82,23,93,20.67,overcast clouds
453,Vaitape,PF,-16.5167,-151.75,78.1,72,8,7.61,clear sky
454,Kupang,ID,-10.1667,123.5833,76.5,85,56,7.56,broken clouds
455,Ilo,PE,-17.6394,-71.3375,63.7,76,98,7.9,overcast clouds
456,Vanavara,RU,60.34,102.2797,36.43,89,71,4.61,broken clouds
457,Santa Ines,BR,-3.6667,-45.38,94.06,38,61,3.15,broken clouds
458,Beyneu,KZ,45.3167,55.2,65.46,34,86,19.39,overcast clouds
459,Mackay,AU,-21.15,149.2,58.46,38,5,22.15,clear sky
460,Havelock,US,34.8791,-76.9013,85.01,77,98,5.01,overcast clouds
461,Svobodnyy,RU,51.4,128.1333,49.64,81,100,9.44,overcast clouds
462,Chengde,CN,40.9725,117.9361,53.35,83,80,3.29,light rain
463,Gurupi,BR,-11.7292,-49.0686,105.15,11,46,5.97,scattered clouds
464,Banda Aceh,ID,5.5577,95.3222,79.83,78,100,13.71,overcast clouds
465,Yazd,IR,31.8972,54.3675,85.15,12,50,6.26,scattered clouds
466,Kirakira,SB,-10.4544,161.9205,77.5,88,82,5.48,broken clouds
467,Menongue,AO,-14.6585,17.691,76.84,19,68,5.91,broken clouds
468,Agua Dulce,MX,18.1333,-94.1333,86.07,71,78,8.63,broken clouds
469,Baragua,CU,21.6967,-78.6328,94.42,45,11,12.17,few clouds
470,Kloulklubed,PW,7.0419,134.2556,82.36,79,100,9.55,overcast clouds
471,Muisne,EC,0.6,-80.0333,77.45,81,93,11.16,overcast clouds
472,Kontagora,NG,10.3999,5.4695,76.66,87,96,4.5,light rain
473,Kinsale,IE,51.7075,-8.5306,61.0,83,99,10.51,overcast clouds
474,Zhigansk,RU,66.7697,123.3711,36.43,85,100,11.18,overcast clouds
475,Hofn,IS,64.2539,-15.2082,47.16,78,88,51.43,overcast clouds
476,Erzin,TR,36.9559,36.2,79.0,78,0,3.11,clear sky
477,Manaure,CO,11.7751,-72.4445,88.47,61,100,13.49,overcast clouds
478,Las Vegas,US,36.175,-115.1372,85.6,15,0,3.0,clear sky
479,Silopi,TR,37.2497,42.4694,82.69,18,0,3.51,clear sky
480,Cervo,ES,43.6702,-7.4101,63.97,80,29,15.41,scattered clouds
481,Mahajanga,MG,-15.7167,46.3167,79.52,64,43,3.58,scattered clouds
482,Quesnel,CA,52.9999,-122.5029,57.04,59,100,10.87,overcast clouds
483,Moorhead,US,46.8739,-96.7676,62.94,50,4,3.0,clear sky
484,Erenhot,CN,43.6475,111.9767,59.83,53,0,8.81,clear sky
485,Inirida,CO,3.8653,-67.9239,79.63,82,99,1.14,overcast clouds
486,Ullapool,GB,57.8987,-5.1604,61.95,82,82,21.47,broken clouds
487,Coxim,BR,-18.5067,-54.76,108.64,9,23,11.52,few clouds
488,Cimitarra,CO,6.3142,-73.9497,90.16,57,85,2.8,overcast clouds
489,Anshun,CN,26.25,105.9333,63.45,90,2,3.33,clear sky
490,Jimenez,MX,28.3333,-105.4,88.48,27,96,10.67,overcast clouds
491,Smithers,CA,54.7804,-127.1743,52.97,87,100,4.63,light rain
492,Churapcha,RU,62.0025,132.4325,32.7,87,1,3.22,clear sky
493,Hommelvik,NO,63.4108,10.7942,52.59,86,100,5.7,overcast clouds
494,Wuchi,CN,29.3786,103.023,59.9,97,100,0.98,overcast clouds
495,Kamisu,JP,35.8907,140.6686,71.37,86,31,2.04,scattered clouds
496,Domoni,KM,-12.2569,44.5319,77.13,79,69,6.6,broken clouds
497,Ucluelet,CA,48.9329,-125.5528,59.04,70,63,3.8,broken clouds
498,Brigantine,US,39.4101,-74.3646,80.33,78,38,8.79,scattered clouds
499,Tomislavgrad,BA,43.7181,17.2267,46.11,84,7,7.34,clear sky
500,Stranraer,GB,54.9023,-5.0273,62.47,93,100,10.33,overcast clouds
501,Sobolevo,RU,54.4299,31.8996,41.43,98,100,9.82,light rain
502,Vestmanna,FO,62.1564,-7.1664,53.24,95,100,41.32,overcast clouds
503,Shimanovsk,RU,52.0,127.7,48.33,79,100,8.14,overcast clouds
504,Mattawa,US,46.7379,-119.9028,66.69,35,0,3.33,clear sky
505,Mombetsu,JP,44.3525,143.3525,58.51,75,85,5.82,overcast clouds
506,Buala,SB,-8.145,159.5921,79.18,83,82,6.02,broken clouds
507,Vilcun,CL,-38.65,-72.2333,68.79,37,0,7.05,clear sky
508,Sapele,NG,5.8941,5.6767,73.71,96,100,3.49,overcast clouds
509,Batagay-Alyta,RU,67.8006,130.4114,31.12,89,98,2.46,overcast clouds
510,Urumqi,CN,43.801,87.6005,56.3,25,77,6.82,broken clouds
511,Vallenar,CL,-28.5708,-70.7581,72.34,27,31,9.04,scattered clouds
512,Lapeer,US,43.0514,-83.3188,74.62,90,76,13.02,broken clouds
513,Sfantu Gheorghe,RO,45.8667,25.7833,45.82,65,58,3.69,broken clouds
514,Jaslo,PL,49.7451,21.4725,52.88,71,64,7.02,broken clouds
515,Buchanan,LR,5.8808,-10.0467,80.29,79,53,8.5,broken clouds
516,Sapa,PH,5.1544,120.3241,77.95,87,100,11.92,overcast clouds
517,Kemijarvi,FI,66.7131,27.4306,33.08,90,33,5.03,scattered clouds
518,Kidal,ML,18.4411,1.4078,98.47,7,8,8.88,clear sky
519,Bubaque,GW,11.2833,-15.8333,82.29,79,73,8.32,broken clouds
520,Izumo,JP,35.3667,132.7667,73.81,79,20,7.9,few clouds
521,Yandyki,RU,45.7691,47.1258,69.28,55,100,6.26,overcast clouds
522,Phan Thiet,VN,10.9333,108.1,77.54,88,89,7.02,overcast clouds
523,Malatya,TR,38.5,38.0,72.81,26,18,8.79,few clouds
524,Kelso,US,46.1468,-122.9084,74.88,61,1,1.01,clear sky
525,Jacareacanga,BR,-6.2222,-57.7528,104.38,21,97,2.8,overcast clouds
526,Sinjar,IQ,36.3209,41.8754,84.49,17,0,8.41,clear sky
527,Grayslake,US,42.3445,-88.0417,67.86,72,100,3.0,overcast clouds
528,Onega,RU,63.9061,38.1404,36.72,89,21,7.0,few clouds
529,Camacupa,AO,-12.0167,17.4833,77.14,18,17,3.36,few clouds
530,La Paz,BO,-16.5,-68.15,56.3,47,100,10.85,overcast clouds
531,Port Hawkesbury,CA,45.6169,-61.3485,73.9,60,6,4.0,clear sky
532,Husavik,IS,66.0449,-17.3389,40.3,95,99,10.29,overcast clouds
533,Ambilobe,MG,-13.2,49.05,71.85,70,0,5.77,clear sky
534,Charters Towers,AU,-20.1,146.2667,55.04,19,18,20.09,few clouds
535,Nalut,LY,30.3333,10.85,88.2,13,0,6.2,clear sky
536,Celle,DE,52.6226,10.0805,59.29,76,100,10.65,overcast clouds
537,Amahai,ID,-3.3333,128.9167,76.33,89,100,1.81,overcast clouds
538,Balkanabat,TM,39.5108,54.3671,76.71,36,0,2.93,clear sky
539,Bronkhorstspruit,ZA,-25.8102,28.7425,66.56,66,0,15.7,clear sky
540,Margate,GB,51.3813,1.3862,63.86,76,78,7.81,broken clouds
541,Kenai,US,60.5544,-151.2583,43.14,50,3,11.99,clear sky
542,Pouembout,NC,-21.1333,164.9,65.71,80,15,4.23,few clouds
543,At-Bashi,KG,41.1702,75.8106,49.75,34,0,1.34,clear sky
544,Manacapuru,BR,-3.2997,-60.6206,95.29,41,89,4.63,overcast clouds
545,Santiago Del Estero,AR,-27.7951,-64.2615,63.48,53,100,6.2,overcast clouds
546,Nemuro,JP,43.3236,145.575,60.55,94,65,16.8,broken clouds
547,Manokwari,ID,-0.8667,134.0833,76.71,81,87,3.09,overcast clouds
548,Half Moon Bay,US,37.4636,-122.4286,92.57,45,0,2.71,clear sky
549,Galeana,MX,24.8333,-100.0667,84.31,36,19,9.31,few clouds
550,Kununurra,AU,-15.7667,128.7333,79.45,12,100,21.54,overcast clouds
551,Antofagasta,CL,-23.65,-70.4,62.96,68,53,9.17,broken clouds
552,Pa Sang,TH,18.5262,98.9394,72.43,97,66,1.88,broken clouds
553,Beinamar,TD,8.6698,15.3813,74.1,91,91,2.73,light rain
554,Mecca,SA,21.4267,39.8261,95.88,28,95,7.78,overcast clouds
555,Narrabri,AU,-30.3167,149.7833,38.19,83,0,6.44,clear sky
556,Hualmay,PE,-11.0964,-77.6139,67.73,71,27,10.4,scattered clouds
557,Kharsawan,IN,22.8,85.8333,74.53,96,88,4.59,overcast clouds
558,Yerkoy,TR,39.6381,34.4672,71.4,48,86,10.4,overcast clouds
559,Ilheus,BR,-14.7889,-39.0494,81.46,66,45,11.65,scattered clouds
560,Port-Cartier,CA,50.0334,-66.8654,62.74,57,77,13.56,broken clouds
561,Puerto Leguizamo,CO,-0.1934,-74.7819,89.6,54,70,1.16,moderate rain
562,Altay,CN,47.8667,88.1167,37.89,46,63,2.01,broken clouds
563,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.99,65,38,7.16,scattered clouds
564,Sitka,US,57.0531,-135.33,53.13,93,100,6.4,light rain
565,Chernyshevskiy,RU,63.0128,112.4714,41.61,91,100,10.45,light rain
566,Baikunthpur,IN,23.25,82.55,73.58,85,6,4.47,clear sky
567,Sawtell,AU,-30.3833,153.1,57.18,60,51,19.33,broken clouds
568,Beloha,MG,-25.1667,45.05,68.25,79,43,3.89,scattered clouds
569,Novo Aripuana,BR,-5.1206,-60.3797,101.43,26,94,4.63,overcast clouds
570,Pitimbu,BR,-7.4706,-34.8086,80.53,67,13,9.55,few clouds
571,Ati,TD,13.2154,18.3353,92.16,42,100,7.25,overcast clouds
572,Patti,IN,31.2808,74.8572,81.39,71,32,6.04,scattered clouds
573,Bolkhov,RU,53.4433,36.0044,44.8,95,100,5.57,overcast clouds
574,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.38,69,5,13.13,clear sky
575,San Policarpo,PH,12.1791,125.5072,80.29,82,63,6.46,broken clouds
576,Watertown,US,42.3709,-71.1828,77.38,68,48,1.01,scattered clouds
577,Lodja,CD,-3.4833,23.4333,77.36,57,88,1.25,overcast clouds
578,Odda,NO,60.0691,6.5457,58.77,97,100,5.5,overcast clouds
579,Kahului,US,20.8947,-156.47,74.97,94,98,12.35,overcast clouds
580,Langenau,DE,48.4962,10.1185,54.28,86,96,6.08,overcast clouds
581,Sumenep,ID,-7.0167,113.8667,79.84,77,99,7.56,overcast clouds
582,Kanniyakumari,IN,8.0833,77.5667,80.46,84,5,19.6,clear sky
583,Berlevag,NO,70.8578,29.0864,42.17,69,14,27.07,few clouds
584,Kamaishi,JP,39.2667,141.8833,65.61,91,24,8.34,few clouds
585,Uglovka,RU,58.2392,33.5108,39.04,98,100,8.55,light rain
586,Sandakan,MY,5.8402,118.1179,72.37,95,100,7.49,overcast clouds
587,Goderich,CA,43.7501,-81.7165,73.2,82,62,23.82,broken clouds
588,Ibague,CO,4.4389,-75.2322,76.39,77,73,5.79,broken clouds
589,San Jose,US,37.3394,-121.895,92.52,39,0,0.47,clear sky
590,Andenes,NO,69.3143,16.1194,44.47,67,96,25.08,overcast clouds
591,Noumea,NC,-22.2763,166.4572,66.94,80,7,5.5,clear sky
592,Shitanjing,CN,39.2342,106.3439,67.42,26,75,5.59,broken clouds
593,Payyannur,IN,12.1,75.2,76.95,91,41,5.97,scattered clouds
594,Viedma,AR,-40.8135,-62.9967,72.46,17,0,10.92,clear sky
595,Boguchany,RU,58.3814,97.4531,32.63,96,41,5.21,scattered clouds
596,Samarai,PG,-10.6167,150.6667,78.17,83,98,13.96,overcast clouds
597,Glasgow,GB,55.8652,-4.2576,61.65,82,96,7.0,overcast clouds
598,Mocuba,MZ,-16.8392,36.9856,72.45,66,0,8.9,clear sky
599,Kailua,US,21.4022,-157.7394,80.15,73,100,18.81,overcast clouds
600,Athabasca,CA,54.7169,-113.2854,63.72,33,99,16.02,overcast clouds
601,Bela,IN,25.9333,81.9833,81.21,81,74,6.55,broken clouds
602,Kendari,ID,-3.945,122.4989,70.83,93,100,2.24,overcast clouds
603,Medea,DZ,36.2642,2.7539,65.97,83,91,7.58,overcast clouds
604,Lengshuijiang,CN,27.6881,111.4294,73.71,72,0,1.12,light rain
605,Piacabucu,BR,-10.4056,-36.4344,80.71,63,72,10.45,broken clouds
606,Springdale,US,36.1867,-94.1288,68.27,75,66,15.5,broken clouds
607,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,77,20,8.48,few clouds
608,Ishigaki,JP,24.3448,124.1572,83.93,74,0,8.19,clear sky
609,Atchison,US,39.563,-95.1216,74.01,50,49,16.91,scattered clouds
610,Marshall,US,34.3834,-86.3333,85.06,74,93,1.01,overcast clouds
611,North Platte,US,41.1239,-100.7654,66.02,43,32,5.99,scattered clouds
612,Mezhevoy,RU,55.1711,58.7814,36.79,74,97,3.89,overcast clouds
613,Malartic,CA,48.1335,-78.1328,68.76,81,95,15.17,overcast clouds
614,Newport,GB,51.5877,-2.9984,64.69,77,100,5.64,overcast clouds
615,Petrivka,UA,46.9695,30.9591,50.23,63,74,9.95,broken clouds
616,Kandalaksha,RU,67.162,32.4123,38.71,77,80,6.76,broken clouds
617,Agadez,NE,19.75,10.25,89.42,11,100,5.77,overcast clouds
618,Umm Kaddadah,SD,13.6017,26.6876,95.9,17,42,7.72,scattered clouds
619,Beroroha,MG,-21.6667,45.1667,79.11,47,57,10.69,broken clouds
620,Adre,TD,13.4667,22.2,83.08,45,100,2.77,overcast clouds
621,Nakapiripirit,UG,1.9167,34.7833,70.7,72,76,1.7,broken clouds
622,Hami,CN,42.8,93.45,69.75,26,3,3.89,clear sky
623,Castanos,MX,26.7833,-101.4167,92.28,34,7,11.39,clear sky
624,Santa Fe,AR,-31.6333,-60.7,70.02,26,40,4.0,scattered clouds
625,Bogotol,RU,56.2078,89.5342,33.6,97,100,7.61,overcast clouds
626,Luangwa,ZM,-15.6167,30.4167,76.93,19,0,2.77,clear sky
627,Gravenhurst,CA,44.9168,-79.3663,73.56,63,99,13.73,overcast clouds
628,Tamiahua,MX,21.2667,-97.45,86.5,71,53,10.94,broken clouds
629,Neuquen,AR,-38.9516,-68.0591,68.54,22,0,23.09,clear sky
630,Aquiraz,BR,-3.9014,-38.3911,80.19,56,40,13.53,scattered clouds
631,Vao,NC,-22.6667,167.4833,71.29,78,80,14.83,broken clouds
632,Kyra,RU,49.5776,111.9753,46.65,91,86,4.81,overcast clouds
633,Manta,EC,-0.95,-80.7333,79.86,66,100,13.27,overcast clouds
634,Yozgat,TR,39.5833,35.3333,68.88,44,97,7.85,overcast clouds
635,Popova,RU,42.9603,131.7228,68.07,92,21,2.93,few clouds
636,Karasburg,NA,-28.0167,18.75,65.01,14,0,10.56,clear sky
637,Yerbogachen,RU,61.2767,108.0108,36.7,89,91,6.35,overcast clouds
638,Pierre,US,44.3683,-100.351,68.05,48,13,5.01,few clouds
639,Sadri,IN,25.1833,73.4333,77.63,87,100,7.18,overcast clouds
640,Rosarito,MX,32.3333,-117.0333,104.41,63,1,7.27,clear sky
641,Cockburn Town,TC,21.4612,-71.1419,83.46,77,1,16.93,clear sky
642,Lakhdenpokhya,RU,61.5198,30.1992,42.49,74,98,8.03,overcast clouds
643,Haileybury,CA,47.449,-79.6373,70.54,80,100,16.89,overcast clouds
644,Castellammare Del Golfo,IT,38.0188,12.8858,77.29,68,8,3.98,clear sky
645,Codajas,BR,-3.8367,-62.0569,98.26,36,84,3.78,broken clouds
646,Sobinka,RU,55.9855,40.0111,41.09,93,100,11.16,light rain
647,Santa Cruz,BO,-17.8,-63.1667,87.76,33,36,13.82,scattered clouds
648,Tombouctou,ML,20.0,-3.0,101.98,7,1,5.7,clear sky
649,Luganville,VU,-15.5333,167.1667,75.7,78,38,2.95,scattered clouds
650,Tual,ID,-5.6667,132.75,79.72,82,100,18.9,overcast clouds
651,Panzhihua,CN,26.5851,101.7128,66.16,90,41,1.72,scattered clouds
652,Dongying,CN,37.4564,118.4856,65.52,78,0,4.88,light rain
653,Rzhev,RU,56.2624,34.3282,40.33,97,100,10.18,overcast clouds
654,Havoysund,NO,70.9963,24.6622,44.42,67,10,25.28,clear sky
655,Sidney,AU,-33.8679,151.2073,49.28,81,51,1.99,broken clouds
656,Maniitsoq,GL,65.4167,-52.9,33.35,75,86,5.21,overcast clouds
657,Yuanli,TW,24.4397,120.6535,80.8,76,47,2.66,scattered clouds
658,Oriximina,BR,-1.7656,-55.8661,95.72,39,99,6.46,overcast clouds
659,Santa Maria,BR,-29.6842,-53.8069,63.66,55,99,9.6,overcast clouds
660,Nanakuli,US,21.3906,-158.1547,79.11,73,75,14.34,broken clouds
661,Inhambane,MZ,-23.865,35.3833,70.2,82,24,15.57,few clouds
662,Guaymas,MX,27.9333,-110.9,89.74,60,29,1.21,scattered clouds
663,Straumen,NO,63.8709,11.2999,52.63,83,100,4.0,overcast clouds
664,Quito,EC,-0.2299,-78.5249,56.01,64,73,3.22,light rain
665,Tigil,RU,57.8,158.6667,44.62,93,99,3.96,overcast clouds
666,Bulata,PH,9.8599,122.4016,78.78,84,90,10.65,overcast clouds
667,Panlaitan,PH,12.1191,119.8486,80.76,81,98,12.77,overcast clouds
668,Faya,SA,18.3851,42.4509,70.95,40,90,8.12,overcast clouds
669,Butembo,CD,0.15,29.2833,58.3,97,52,2.01,light rain
670,Paka,MY,4.6374,103.4368,77.83,87,59,3.15,moderate rain
671,Lata,PT,40.1629,-8.3327,78.08,34,0,8.3,clear sky
672,Kushmurun,KZ,52.4503,64.6311,39.27,72,96,1.12,overcast clouds
673,Naze,JP,28.3667,129.4833,76.24,75,18,4.9,few clouds
674,Black River,JM,18.0264,-77.8487,87.98,59,36,6.6,scattered clouds
675,Aswan,EG,24.0934,32.907,96.51,13,8,7.49,clear sky
676,Santiago,CL,-33.4569,-70.6483,68.67,39,0,8.28,clear sky
677,Witten,DE,51.4333,7.3333,58.6,75,100,3.18,overcast clouds
678,Charleston,US,32.7766,-79.9309,78.13,96,100,1.99,light rain
679,Dingle,PH,10.9995,122.6711,74.59,92,99,3.96,overcast clouds
680,Leh,IN,34.1667,77.5833,56.48,55,68,5.14,broken clouds
681,Zyryanka,RU,65.75,150.85,28.6,61,43,3.42,scattered clouds
682,Isla Vista,US,34.4133,-119.861,99.07,61,0,4.14,clear sky
683,Mvuma,ZW,-19.2792,30.5283,72.05,24,14,17.52,few clouds
